lat,lon,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12
29.0,72.5,1.11198415e-05,1.5842315e-07,1.4579713e-06,2.6017894e-06,9.525684e-07,1.7816961e-07,6.772644e-05,3.3613345e-05,3.0331817e-05,3.821691e-11,1.3750348e-09,4.7282056e-06
29.0,73.125,1.3589502e-05,9.073709e-08,5.356233e-08,1.5871094e-06,3.6280633e-06,1.5174795e-06,1.2494245e-05,4.033815e-05,3.558508e-05,3.0946445e-08,5.9520366e-10,2.3324762e-06
29.0,73.75,1.4689737e-05,4.95333e-09,1.3721913e-08,2.4214266e-06,3.486144e-05,1.13629014e-07,1.6557338e-05,4.135448e-05,3.313368e-05,1.142734e-07,3.9775236e-10,5.870186e-07
29.0,74.375,1.7833261e-05,1.3667578e-09,1.4393517e-07,5.392162e-06,6.244227e-05,2.1041629e-08,3.4453813e-05,5.5279765e-05,3.3438348e-05,2.4315264e-07,2.2591544e-09,1.8897178e-07
29.0,75.0,2.1290294e-05,1.891235e-09,3.536032e-07,1.0477794e-05,3.2996428e-05,4.1277127e-07,7.818176e-05,7.912748e-05,3.687124e-05,3.4580236e-07,3.779648e-09,1.9726623e-07
29.0,75.625,2.5163055e-05,1.6291565e-08,3.7757715e-07,7.5924113e-06,4.4142e-06,2.4079209e-06,0.00017395077,0.0001065694,4.101976e-05,1.9970122e-07,6.980088e-10,4.2894567e-07
29.0,76.25,3.100787e-05,1.6773596e-07,1.353084e-07,5.0550407e-06,3.8198127e-08,4.8246893e-06,0.00028027594,0.0001671232,5.3418677e-05,4.5775124e-07,4.406806e-10,3.380165e-07
29.0,76.875,4.1593994e-05,1.1997035e-07,9.932045e-09,3.076807e-06,7.691899e-09,1.1308029e-05,0.00037933537,0.00024483976,6.951131e-05,1.798373e-07,8.767529e-10,5.249877e-07
29.0,77.5,4.8768114e-05,6.991418e-08,3.7780048e-08,3.819429e-06,3.119175e-10,1.6712578e-05,0.0003540385,0.0002073161,9.2042224e-05,1.5580225e-07,2.1265198e-09,6.9991114e-07
29.0,78.125,4.7588426e-05,6.352187e-08,5.2208737e-08,4.4539293e-06,5.4576286e-09,7.3375804e-07,0.00017037141,0.00032703628,0.00015481122,4.7976766e-07,9.6275485e-09,5.22269e-07
29.0,78.75,8.0108795e-05,1.7075263e-06,1.134234e-06,5.7103953e-06,2.1773645e-09,2.129001e-06,0.00025861323,0.0007723512,0.00030250015,1.7123695e-06,4.1546304e-09,8.515549e-07
29.0,79.375,9.1159694e-05,1.7566206e-05,1.5052595e-05,1.0067575e-05,1.2766859e-07,4.109592e-06,0.00039917484,0.0007507215,0.00030406978,4.160582e-06,2.7732546e-07,6.583278e-07
29.0,80.0,9.657071e-05,5.3693373e-05,2.9671544e-05,3.5728877e-05,1.7810079e-07,5.5226e-06,0.00080550916,0.00041557415,0.0003442603,8.575141e-06,1.1039143e-06,1.2535838e-06
29.0,80.625,0.00019577722,7.785193e-05,3.469441e-05,9.031158e-05,7.059396e-08,2.5256557e-05,0.001188313,0.000537309,0.0005755911,2.0021407e-05,2.8509016e-06,1.6660258e-06
29.0,81.25,0.00025063127,0.00022846177,3.9437764e-05,8.894851e-05,1.5712475e-06,6.248538e-05,0.0009744235,0.0006549512,0.00054724264,4.739539e-05,6.9238126e-06,4.742438e-06
29.5,72.5,3.392667e-07,9.005825e-07,1.5560987e-06,4.298622e-05,1.4939305e-05,1.567392e-07,0.00016738125,2.0777508e-05,3.0174622e-05,1.425847e-10,3.1199305e-09,7.527124e-06
