lat,lon,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11
31.0,76.25,-265.36017999999996,-262.56649999999996,-257.81873999999993,-252.25705999999997,-246.43369999999993,-242.88675999999998,-244.88584999999995,-246.93717999999996,-248.38611999999995,-251.66303999999997,-256.10013999999995
31.0,76.875,-266.02271999999994,-265.62335999999993,-260.71753999999993,-255.93283999999994,-250.83487999999994,-247.26279999999997,-248.47254999999996,-249.84921999999995,-251.35953999999998,-254.83087999999998,-258.73319999999995
31.0,77.5,-269.72069999999997,-271.39664999999997,-267.02323999999993,-262.92682999999994,-258.45636999999994,-255.03623999999996,-254.24445999999995,-254.98429999999996,-256.43949999999995,-260.80792999999994,-264.30612999999994
31.0,78.125,-273.56519999999995,-275.87159999999994,-270.63501999999994,-267.32813999999996,-262.89334999999994,-259.94953999999996,-257.55393999999995,-258.30459999999994,-259.7494,-264.40534999999994,-267.67166999999995
31.0,78.75,-284.55503999999996,-287.44654999999995,-282.3556,-278.79747,-273.46317999999997,-270.4905499999999,-265.83919999999995,-266.71639999999996,-268.35069999999996,-273.42044999999996,-276.76417
31.0,79.375,-292.16839999999996,-294.19345999999996,-290.20723,-284.35565999999994,-279.03639999999996,-275.99279999999993,-270.92049999999995,-271.08673999999996,-273.31749999999994,-278.87616999999995,-284.03718
31.0,80.0,-291.59165999999993,-292.6420099999999,-288.80335999999994,-282.19141999999994,-278.24492,-275.48279999999994,-269.84802999999994,-270.4866999999999,-272.78174999999993,-278.41876999999994,-283.85117999999994
31.0,80.625,-291.15811999999994,-291.98949999999996,-287.95926999999995,-280.92697999999996,-277.82221999999996,-275.03165999999993,-269.44395,-270.6722,-272.65311999999994,-278.31787999999995,-283.84775999999994
31.0,81.25,-292.97168999999997,-293.19165,-288.41339999999997,-281.82767999999993,-277.47934999999995,-274.76874999999995,-269.26487,-270.86331999999993,-272.71162,-278.11269999999996,-284.80362999999994
31.5,72.5,-265.2997,-264.68999999999994,-259.03812999999997,-253.87396999999993,-247.16706999999997,-241.51697999999993,-241.55569999999994,-245.09039999999993,-247.12619999999993,-251.85657999999995,-257.7116
31.5,73.125,-265.61445,-264.68976999999995,-259.10224999999997,-253.63229999999993,-247.27844999999996,-241.64301999999998,-242.03101999999996,-245.40692999999993,-247.27255999999994,-252.00803999999994,-257.76602999999994
31.5,73.75,-265.98895999999996,-264.5995,-259.46277999999995,-253.59427999999997,-247.27389999999997,-241.87216999999998,-243.08239999999995,-246.01329999999996,-247.97359999999998,-252.34876999999994,-257.56343
31.5,74.375,-266.37543999999997,-264.4566,-259.59583999999995,-253.41849999999994,-247.02793999999994,-241.94354999999996,-243.46094999999997,-246.21639999999996,-248.16266999999993,-252.20435999999995,-257.29285999999996
31.5,75.0,-266.73049999999995,-264.20645999999994,-259.32919999999996,-253.15419999999995,-247.04456999999996,-242.20862999999997,-243.75983999999994,-246.34644999999995,-248.27463999999998,-252.17261999999994,-257.20352999999994
31.5,75.625,-266.51181999999994,-263.40959999999995,-258.48479999999995,-252.73361999999997,-247.06824999999998,-242.83417999999995,-244.51689999999996,-246.70355999999998,-248.43662999999998,-252.07279999999997,-256.92436
31.5,76.25,-264.72209999999995,-262.61756999999994,-258.04932999999994,-253.23829999999998,-247.94626999999997,-244.39874999999995,-245.63785999999993,-247.48629999999997,-248.92099999999994,-252.04181999999997,-256.20795999999996
31.5,76.875,-266.75641999999993,-267.92839999999995,-263.11598,-258.59299999999996,-253.82355999999993,-250.53259999999995,-250.30796999999995,-251.57829999999996,-252.62854999999996,-256.19251999999994,-259.72943999999995
31.5,77.5,-274.80442999999997,-278.24823999999995,-272.62494999999996,-268.13649999999996,-263.55942999999996,-260.68155999999993,-258.14719999999994,-258.65592999999996,-260.3778,-264.71819999999997,-268.04141999999996
31.5,78.125,-283.96869999999996,-288.02176999999995,-281.99506999999994,-277.70079999999996,-272.50946999999996,-269.45862999999997,-264.84993,-265.36432999999994,-267.83234999999996,-272.84604999999993,-276.6347999999999
31.5,78.75,-290.53160999999994,-295.03707999999995,-290.18952999999993,-283.20331999999996,-277.81359999999995,-275.1458999999999,-269.98401999999993,-270.48927,-273.12726999999995,-278.28999999999996,-282.89624999999995
31.5,79.375,-290.24335999999994,-292.47531999999995,-288.39627999999993,-280.60639999999995,-277.55869999999993,-274.82321999999994,-269.37274999999994,-269.92634,-272.55967,-277.9548199999999,-282.56665999999996
31.5,80.0,-290.3732299999999,-291.24289999999996,-286.52349999999996,-280.36493999999993,-277.30692999999997,-274.43564999999995,-269.13749999999993,-269.81329999999997,-272.49326999999994,-277.84024999999997,-282.85114999999996
